timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-10-07T16:55:39,coral_bleaching_tf_efficientnet_b2_ns,65ca35e1-7137-4d82-b8f4-30669b14a970,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,7239.957631499999,0.1775331498759319,2.4521296796477245e-05,270.0,65.69889076042377,10.0,0.5429505485850004,0.100313490806284,0.0201087396624999,0.6633727790537844,Netherlands,NLD,,,,Windows-10-10.0.26100-SP0,3.9.12,3.0.6,12,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1,1 x NVIDIA GeForce RTX 2060,,,15.76727294921875,machine,N,1.0
2025-10-07T16:56:18,coral_bleaching_tf_efficientnet_b2_ns,65ca35e1-7137-4d82-b8f4-30669b14a970,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,7279.3268624,0.17847057023085947,2.451745519942452e-05,270.0,40.305762971370825,10.0,0.5459031968100003,0.100754264214458,0.020218095659444435,0.6668755566839029,Netherlands,NLD,,,,Windows-10-10.0.26100-SP0,3.9.12,3.0.6,12,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1,1 x NVIDIA GeForce RTX 2060,,,15.76727294921875,machine,N,1.0
